date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:48:22	694/694	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2014:48:17%20GMT	https://www.baincapital.com/businesses/scaling-innovation-life-sciences	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/businesses/scaling-innovation-life-sciences	(from https://www.baincapital.com/)
21:48:22	249859/249859	---MC-	200	added ('OK')	image/jpeg	date:Fri,%2010%20Aug%202018%2004:40:35%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/business/life-science.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/business/life-science.jpg	(from https://www.baincapital.com/)
21:48:22	137360/137360	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202017%2005:49:49%20GMT	https://www.baincapital.com/sites/default/files/businesses/560948387-public-equity_0.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/default/files/businesses/560948387-public-equity_0.jpg	(from https://www.baincapital.com/)
21:48:22	33329/33329	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Aug%202018%2004:40:27%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/business/ba-ps-thumb.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/business/ba-ps-thumb.jpg	(from https://www.baincapital.com/)
21:48:22	86845/86845	---MC-	200	added ('OK')	image/jpeg	date:Wed,%2008%20Dec%202021%2006:54:45%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/bci-corp-homepage.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/bci-corp-homepage.jpg	(from https://www.baincapital.com/)
21:48:23	155525/155525	---MC-	200	added ('OK')	image/jpeg	date:Fri,%2010%20Aug%202018%2004:40:30%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/business/double-impact.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/business/double-impact.jpg	(from https://www.baincapital.com/)
21:48:23	160559/160559	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2008%20Mar%202022%2011:04:12%20GMT	https://www.baincapital.com/sites/default/files/shutterstock_615124073%20(1).jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/default/files/shutterstock_615124073%20(1).jpg	(from https://www.baincapital.com/)
21:48:23	267611/267611	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jun%202023%2007:40:13%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/new/esg-23-slider-bg.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/new/esg-23-slider-bg.jpg	(from https://www.baincapital.com/)
21:48:23	98456/98456	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2024%20May%202022%2005:57:43%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/new/esg-slider-governance-bg.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/new/esg-slider-governance-bg.jpg	(from https://www.baincapital.com/)
21:48:25	30263/30263	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2018:58:14%20GMT	https://www.baincapital.com/esgandimpact/active-governance-and-stewardship.html	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/esgandimpact/active-governance-and-stewardship.html	(from https://www.baincapital.com/)
21:48:25	18860322/18860322	---M--	200	added ('OK')	application/pdf	etag:%2211fc922-5fe93409b1208%22	https://www.baincapital.com/esgandimpact/reports/Bain-Capital-ESG-Report-June2023.pdf	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/esgandimpact/reports/Bain-Capital-ESG-Report-June2023.pdf	(from https://www.baincapital.com/)
21:48:25	86285/86285	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2024%20May%202022%2005:57:42%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/new/esg-slider-sustainability-bg.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/new/esg-slider-sustainability-bg.jpg	(from https://www.baincapital.com/)
21:48:25	36791/36791	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2018:58:14%20GMT	https://www.baincapital.com/esgandimpact/sustainable-growth-reducing-climate-impact.html	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/esgandimpact/sustainable-growth-reducing-climate-impact.html	(from https://www.baincapital.com/)
21:48:26	127419/127419	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2024%20May%202022%2005:57:42%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/new/esg-slider-employment-bg.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/new/esg-slider-employment-bg.jpg	(from https://www.baincapital.com/)
21:48:27	31122/31122	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2018:58:14%20GMT	https://www.baincapital.com/esgandimpact/fair-employment-engagement-well-being.html	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/esgandimpact/fair-employment-engagement-well-being.html	(from https://www.baincapital.com/)
21:48:27	121891/121891	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2024%20May%202022%2005:57:44%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/new/esg-slider-diversity-bg.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/new/esg-slider-diversity-bg.jpg	(from https://www.baincapital.com/)
21:48:27	731/731	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2014:48:22%20GMT	https://www.baincapital.com/esgandimpact/diversity-equity-clusion.html	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/esgandimpact/diversity-equity-clusion.html	(from https://www.baincapital.com/)
21:48:28	33487/33487	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2018:58:14%20GMT	https://www.baincapital.com/esgandimpact/diversity-equity-and-inclusion.html	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/esgandimpact/diversity-equity-and-inclusion.html	(from https://www.baincapital.com/)
21:48:28	81201/81201	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2024%20May%202022%2005:57:43%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/new/esg-slider-community-bg.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/new/esg-slider-community-bg.jpg	(from https://www.baincapital.com/)
21:48:28	34543/34543	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2018:58:14%20GMT	https://www.baincapital.com/esgandimpact/community-engagement.html	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/esgandimpact/community-engagement.html	(from https://www.baincapital.com/)
21:48:28	193948/193948	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2023%20May%202023%2013:05:34%20GMT	https://www.baincapital.com/sites/default/files/bc-tech-bg.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/default/files/bc-tech-bg.jpg	(from https://www.baincapital.com/)
